temperatureTimestamp,temperature,pressureTimestamp,pressure,humid_timestamp,humidity
3922004,31.7,3922004,100439,3922008,0
3942032,31.7,3942032,100439,3942036,0
3962000,31.7,3962000,100439,3962008,0
3982008,31.7,3982008,100440,3982016,0
4002000,31.7,4002000,100440,4002008,0
4022000,31.7,4022000,100440,4022008,0
4042032,31.7,4042032,100439,4042036,0
4062000,31.7,4062000,100439,4062008,0
4082000,31.71,4082000,100440,4082008,0
4102004,31.71,4102004,100440,4102008,0
4122000,31.71,4122000,100440,4122008,0
4142032,31.71,4142032,100440,4142036,0
4162004,31.71,4162004,100440,4162012,0
4182000,31.71,4182000,100440,4182008,0
4202004,31.71,4202004,100440,4202008,0
4222000,31.71,4222000,100440,4222008,0
4242032,31.71,4242032,100440,4242036,0
4262004,31.71,4262004,100440,4262008,0
4282020,31.71,4282020,100440,4282028,0
4302004,31.71,4302004,100440,4302008,0
4322008,31.71,4322008,100440,4322012,0
4342032,31.71,4342032,100440,4342040,0
4362004,31.71,4362004,100440,4362008,0
4382004,31.71,4382004,100441,4382008,0
4402012,31.71,4402012,100440,4402016,0
4422004,31.71,4422004,100440,4422008,0
4442032,31.71,4442032,100440,4442040,0
4462004,31.71,4462004,100440,4462008,0
4482004,31.71,4482004,100440,4482008,0
4502004,31.71,4502004,100440,4502008,0
4522004,31.71,4522004,100439,4522008,0
4542036,31.71,4542036,100439,4542040,0
4562012,31.71,4562012,100439,4562016,0
4582008,31.71,4582008,100439,4582016,0
4602004,31.71,4602004,100439,4602012,0
4622004,31.71,4622004,100439,4622008,0
4642036,31.72,4642036,100439,4642040,0
4662004,31.72,4662004,100439,4662012,0
4682008,31.72,4682008,100438,4682020,0
4702008,31.72,4702008,100438,4702012,0
4722004,31.72,4722004,100438,4722012,0
4742040,31.72,4742040,100438,4742048,0
4762004,31.72,4762004,100438,4762012,0
4782012,31.72,4782012,100438,4782016,0
4802008,31.72,4802008,100438,4802012,0
4822008,31.72,4822008,100438,4822012,0
4842040,31.72,4842040,100438,4842044,0
4862004,31.72,4862008,100439,4862012,0
4882008,31.72,4882008,100439,4882016,0
4902008,31.72,4902008,100439,4902012,0
4922008,31.72,4922008,100439,4922012,0
4942036,31.72,4942036,100439,4942040,0
4962008,31.72,4962008,100439,4962012,0
4982012,31.72,4982012,100439,4982020,0
5002012,31.73,5002012,100439,5002016,0
5022008,31.73,5022008,100439,5022012,0
5042036,31.73,5042036,100439,5042044,0
5062008,31.73,5062008,100439,5062012,0
5082012,31.73,5082012,100439,5082016,0
5102016,31.73,5102016,100439,5102020,0
5122008,31.73,5122008,100439,5122012,0
5142036,31.73,5142040,100439,5142044,0
5162008,31.73,5162008,100439,5162012,0
5182008,31.73,5182008,100439,5182012,0
5202008,31.73,5202008,100439,5202012,0
5222008,31.73,5222008,100439,5222012,0
5242040,31.73,5242040,100439,5242044,0
5262012,31.73,5262012,100439,5262016,0
5282012,31.73,5282012,100439,5282024,0
5302008,31.73,5302008,100439,5302016,0
5322008,31.73,5322008,100439,5322016,0
5342040,31.73,5342040,100439,5342044,0
5362008,31.73,5362008,100439,5362012,0
5382016,31.73,5382016,100439,5382020,0
5402012,31.73,5402012,100439,5402016,0
5422008,31.73,5422008,100439,5422016,0
5442040,31.73,5442040,100439,5442044,0
5462012,31.73,5462012,100439,5462016,0
5482012,31.73,5482012,100439,5482024,0
5502012,31.73,5502012,100439,5502016,0
5522012,31.73,5522012,100439,5522016,0
5542040,31.73,5542040,100439,5542044,0
5562008,31.73,5562008,100439,5562016,0
5582016,31.73,5582016,100439,5582020,0
5602012,31.73,5602012,100439,5602016,0
5622012,31.73,5622012,100439,5622016,0
5642040,31.73,5642040,100439,5642048,0
5662012,31.73,5662012,100439,5662016,0
5682012,31.73,5682012,100439,5682016,0
5702012,31.73,5702012,100439,5702016,0
5722012,31.73,5722012,100439,5722016,0
5742044,31.73,5742044,100439,5742052,0
5762012,31.73,5762012,100439,5762016,0
5782012,31.73,5782012,100438,5782016,0
5802012,31.73,5802012,100438,5802016,0
5822020,31.73,5822020,100439,5822024,0
5842012,31.73,5842012,100438,5842020,0
5862012,31.73,5862012,100438,5862016,0
5882012,31.73,5882012,100438,5882016,0
5902012,31.73,5902012,100438,5902016,0
5922012,31.73,5922012,100438,5922016,0
5942040,31.73,5942040,100438,5942048,0
5962012,31.73,5962012,100438,5962016,0
5982016,31.73,5982016,100438,5982024,0
6002012,31.73,6002012,100439,6002020,0
6022012,31.74,6022012,100439,6022016,0
6042044,31.74,6042044,100439,6042048,0
6062012,31.74,6062012,100439,6062020,0
6082012,31.74,6082012,100439,6082020,0
6102016,31.74,6102016,100439,6102020,0
6122012,31.74,6122012,100439,6122020,0
6142044,31.74,6142044,100439,6142048,0
6162020,31.74,6162020,100439,6162024,0
6182012,31.74,6182012,100439,6182020,0
6202016,31.74,6202016,100440,6202020,0
6222016,31.74,6222016,100440,6222020,0
6242044,31.74,6242044,100439,6242048,0
6262020,31.74,6262020,100439,6262024,0
6282016,31.74,6282016,100440,6282020,0
6302016,31.74,6302016,100439,6302020,0
6322016,31.74,6322016,100439,6322020,0
6342044,31.74,6342044,100439,6342052,0
6362016,31.75,6362016,100439,6362020,0
6382016,31.75,6382016,100440,6382020,0
6402024,31.75,6402024,100440,6402028,0
6422020,31.75,6422020,100439,6422024,0
6442044,31.75,6442044,100440,6442052,0
6462016,31.75,6462016,100440,6462020,0
6482016,31.75,6482016,100440,6482020,0
6502024,31.75,6502024,100440,6502028,0
6522016,31.75,6522016,100440,6522020,0
6542044,31.75,6542044,100440,6542052,0
6562016,31.75,6562016,100440,6562020,0
6582016,31.75,6582016,100440,6582020,0
6602016,31.75,6602016,100440,6602020,0
6622016,31.75,6622016,100440,6622024,0
6642044,31.75,6642044,100440,6642052,0
6662016,31.76,6662016,100441,6662020,0
6682020,31.76,6682024,100440,6682028,0
6702016,31.76,6702016,100440,6702024,0
6722016,31.76,6722016,100440,6722020,0
6742048,31.76,6742048,100440,6742052,0
6762016,31.76,6762016,100440,6762024,0
6782024,31.76,6782024,100440,6782028,0
6802016,31.76,6802016,100440,6802024,0
6822020,31.76,6822020,100440,6822024,0
6842048,31.76,6842048,100440,6842052,0
6862020,31.76,6862020,100440,6862024,0
6882020,31.76,6882020,100441,6882024,0
6902024,31.76,6902024,100441,6902032,0
6922016,31.76,6922016,100441,6922024,0
6942048,31.76,6942048,100441,6942052,0
6962020,31.76,6962020,100441,6962024,0
6982024,31.76,6982024,100441,6982028,0
7002024,31.76,7002024,100441,7002028,0
7022020,31.76,7022020,100441,7022024,0
7042048,31.76,7042048,100441,7042056,0
7062020,31.76,7062020,100441,7062024,0
7082020,31.76,7082020,100441,7082024,0
7102020,31.76,7102020,100441,7102024,0
7122020,31.76,7122020,100441,7122024,0
7142048,31.76,7142048,100441,7142052,0
7162024,31.76,7162024,100441,7162028,0
7182020,31.76,7182020,100441,7182024,0
7202020,31.76,7202020,100441,7202024,0
7222020,31.76,7222020,100441,7222024,0
7242052,31.76,7242052,100441,7242056,0
7262020,31.77,7262020,100442,7262024,0
7282020,31.77,7282020,100442,7282024,0
7302020,31.77,7302020,100442,7302028,0
7322020,31.77,7322020,100442,7322024,0
7342052,31.77,7342052,100442,7342056,0
7362020,31.77,7362020,100442,7362024,0
7382020,31.77,7382020,100442,7382024,0
7402020,31.77,7402020,100441,7402028,0
7422020,31.77,7422020,100441,7422028,0
7442052,31.77,7442052,100441,7442056,0
7462020,31.77,7462020,100441,7462028,0
7482036,31.77,7482036,100441,7482044,0
7502024,31.77,7502024,100441,7502028,0
7522024,31.77,7522024,100441,7522028,0
7542052,31.77,7542052,100441,7542056,0
7562024,31.77,7562024,100441,7562028,0
7582028,31.77,7582028,100440,7582032,0
7602024,31.77,7602024,100440,7602028,0
7622024,31.77,7622024,100441,7622028,0
7642052,31.77,7642052,100441,7642060,0
7662024,31.77,7662024,100441,7662028,0
7682040,31.77,7682040,100441,7682048,0
7702024,31.77,7702024,100441,7702028,0
7722024,31.77,7722024,100441,7722028,0
7742052,31.78,7742052,100441,7742056,0
7762024,31.78,7762024,100441,7762028,0
7782032,31.78,7782032,100441,7782036,0
7802024,31.78,7802024,100441,7802028,0
7822024,31.78,7822024,100441,7822028,0
7842056,31.78,7842056,100441,7842060,0
7862024,31.78,7862024,100441,7862028,0
7882032,31.78,7882032,100441,7882040,0
7902024,31.78,7902024,100441,7902032,0
7922024,31.78,7922024,100441,7922028,0
7942052,31.78,7942052,100441,7942060,0
7962024,31.78,7962024,100441,7962032,0
7982028,31.78,7982028,100441,7982036,0
8002032,31.78,8002032,100441,8002036,0
8022024,31.78,8022024,100441,8022028,0
8042056,31.78,8042056,100441,8042060,0
8062024,31.78,8062024,100441,8062032,0
8082032,31.78,8082032,100441,8082040,0
8102028,31.78,8102028,100441,8102032,0
8122032,31.78,8122032,100441,8122036,0
8142060,31.78,8142060,100441,8142068,0
8162024,31.78,8162024,100441,8162032,0
8182028,31.78,8182028,100441,8182040,0
8202028,31.78,8202028,100441,8202036,0
8222028,31.78,8222028,100441,8222032,0
8242056,31.79,8242056,100442,8242064,0
8262032,31.79,8262032,100441,8262040,0
8282044,31.79,8282044,100441,8282048,0
8302028,31.79,8302028,100441,8302032,0
8322036,31.79,8322036,100441,8322040,0
8342056,31.79,8342056,100442,8342060,0
8362028,31.79,8362028,100441,8362032,0
8382032,31.79,8382032,100442,8382036,0
8402028,31.79,8402028,100441,8402032,0
8422028,31.79,8422028,100442,8422032,0
8442056,31.79,8442056,100441,8442060,0
8462028,31.79,8462028,100441,8462032,0
8482032,31.79,8482032,100441,8482036,0
8502032,31.79,8502032,100442,8502036,0
8522028,31.79,8522028,100442,8522032,0
8542060,31.79,8542060,100442,8542064,0
8562028,31.79,8562028,100442,8562032,0
8582028,31.79,8582028,100442,8582032,0
8602028,31.79,8602028,100442,8602036,0
8622028,31.79,8622028,100442,8622032,0
8642060,31.79,8642060,100442,8642064,0
8662032,31.8,8662032,100442,8662036,0
8682028,31.8,8682028,100442,8682036,0
8702028,31.8,8702028,100442,8702036,0
8722028,31.8,8722028,100442,8722032,0
8742064,31.8,8742064,100442,8742072,0
8762028,31.8,8762028,100442,8762036,0
8782044,31.8,8782044,100442,8782052,0
8802028,31.8,8802028,100442,8802036,0
8822028,31.8,8822032,100442,8822036,0
8842060,31.8,8842060,100442,8842064,0
8862032,31.8,8862032,100443,8862036,0
8882036,31.8,8882036,100443,8882044,0
8902032,31.8,8902032,100443,8902036,0
8922032,31.8,8922032,100443,8922036,0
8942032,31.8,8942032,100443,8942036,0
8962032,31.8,8962032,100443,8962036,0
8982036,31.8,8982036,100443,8982040,0
9002032,31.8,9002032,100443,9002036,0
9022032,31.8,9022032,100442,9022036,0
9042060,31.81,9042060,100443,9042068,0
9062032,31.81,9062032,100443,9062036,0
9082036,31.81,9082036,100443,9082044,0
9102032,31.81,9102032,100443,9102036,0
9122032,31.81,9122032,100443,9122036,0
9142060,31.81,9142060,100443,9142068,0
9162040,31.81,9162040,100443,9162048,0
9182056,31.81,9182056,100443,9182064,0
9202036,31.81,9202036,100443,9202040,0
9222032,31.81,9222032,100443,9222036,0
9242060,31.81,9242060,100443,9242068,0
9262032,31.81,9262032,100443,9262036,0
9282036,31.81,9282036,100443,9282044,0
9302032,31.81,9302032,100443,9302040,0
9322032,31.81,9322032,100442,9322036,0
9342068,31.81,9342068,100442,9342072,0
9362032,31.81,9362032,100443,9362040,0
9382040,31.81,9382040,100443,9382044,0
9402032,31.81,9402032,100443,9402040,0
9422040,31.81,9422040,100442,9422044,0
9442064,31.81,9442064,100443,9442068,0
9462032,31.81,9462032,100443,9462040,0
9482036,31.81,9482036,100443,9482048,0
9502036,31.81,9502036,100443,9502040,0
9522032,31.81,9522032,100443,9522040,0
9542064,31.82,9542064,100443,9542068,0
9562032,31.82,9562036,100443,9562040,0
9582040,31.82,9582040,100443,9582044,0
9602036,31.82,9602036,100443,9602040,0
9622036,31.82,9622036,100442,9622040,0
9642072,31.82,9642072,100443,9642076,0
9662036,31.82,9662036,100443,9662040,0
9682040,31.82,9682040,100443,9682044,0
9702036,31.82,9702036,100443,9702040,0
9722036,31.82,9722036,100443,9722040,0
9742064,31.82,9742064,100443,9742068,0
9762036,31.82,9762036,100443,9762040,0
9782036,31.82,9782036,100443,9782040,0
9802036,31.82,9802036,100443,9802040,0
9822044,31.82,9822044,100443,9822048,0
9842064,31.82,9842064,100443,9842072,0
9862036,31.82,9862036,100443,9862040,0
9882040,31.82,9882040,100443,9882048,0
9902036,31.82,9902036,100442,9902044,0
9922040,31.82,9922040,100443,9922044,0
9942064,31.82,9942064,100442,9942072,0
9962036,31.82,9962036,100443,9962040,0
9982044,31.82,9982044,100443,9982048,0
10002036,31.82,10002036,100443,10002044,0
10022036,31.82,10022036,100443,10022044,0
10042068,31.82,10042068,100442,10042072,0
10062040,31.82,10062040,100443,10062044,0
10082052,31.83,10082052,100443,10082060,0
10102040,31.83,10102040,100443,10102044,0
10122036,31.83,10122036,100443,10122044,0
10142068,31.83,10142068,100443,10142072,0
10162052,31.83,10162052,100443,10162060,0
10182036,31.83,10182036,100443,10182044,0
10202040,31.83,10202040,100443,10202044,0
10222040,31.83,10222040,100443,10222044,0
10242068,31.83,10242068,100443,10242072,0
10262040,31.83,10262040,100443,10262044,0
10282044,31.83,10282044,100443,10282048,0
10302040,31.83,10302040,100443,10302044,0
10322040,31.83,10322040,100443,10322044,0
10342068,31.83,10342068,100443,10342076,0
10362044,31.83,10362044,100443,10362052,0
10382044,31.83,10382044,100443,10382048,0
10402040,31.83,10402040,100442,10402044,0
10422040,31.83,10422040,100442,10422044,0
10442068,31.83,10442068,100442,10442076,0
10462040,31.83,10462040,100442,10462044,0
10482044,31.83,10482044,100442,10482048,0
10502048,31.83,10502048,100442,10502052,0
10522040,31.83,10522040,100442,10522044,0
10542072,31.84,10542072,100442,10542076,0
10562040,31.84,10562040,100442,10562044,0
10582044,31.84,10582044,100442,10582052,0
10602044,31.84,10602044,100442,10602052,0
10622048,31.84,10622048,100442,10622052,0
10642072,31.84,10642072,100442,10642076,0
10662040,31.84,10662040,100442,10662048,0
10682044,31.84,10682044,100442,10682052,0
10702040,31.84,10702040,100442,10702048,0
10722040,31.84,10722040,100442,10722044,0
10742072,31.84,10742072,100442,10742076,0
10762044,31.84,10762044,100443,10762052,0
10782048,31.84,10782048,100443,10782052,0
10802040,31.84,10802040,100443,10802048,0
10822040,31.84,10822040,100443,10822048,0
10842080,31.84,10842080,100442,10842084,0
10862040,31.84,10862040,100442,10862048,0
10882048,31.84,10882048,100442,10882052,0
10902044,31.84,10902044,100442,10902048,0
10922044,31.84,10922044,100443,10922048,0
10942072,31.84,10942072,100443,10942076,0
10962044,31.84,10962044,100443,10962048,0
10982044,31.84,10982044,100443,10982048,0
11002044,31.84,11002044,100443,11002048,0
11022044,31.84,11022044,100444,11022048,0
11042072,31.84,11042072,100444,11042076,0
11062044,31.84,11062044,100444,11062048,0
11082048,31.84,11082048,100444,11082052,0
11102044,31.84,11102044,100444,11102048,0
11122044,31.84,11122044,100444,11122052,0
11142080,31.84,11142080,100444,11142084,0
11162044,31.84,11162044,100444,11162048,0
11182048,31.85,11182048,100445,11182052,0
11202044,31.85,11202044,100445,11202048,0
11222044,31.85,11222044,100444,11222048,0
11242076,31.85,11242076,100444,11242080,0
11262052,31.85,11262052,100444,11262056,0
11282044,31.85,11282044,100445,11282048,0
11302044,31.85,11302044,100445,11302052,0
11322044,31.85,11322044,100444,11322052,0
11342076,31.85,11342076,100444,11342080,0
11362052,31.85,11362052,100444,11362056,0
11382044,31.85,11382044,100444,11382052,0
11402048,31.85,11402048,100444,11402052,0
11422044,31.85,11422044,100444,11422052,0
11442076,31.85,11442076,100444,11442080,0
11462044,31.85,11462044,100444,11462052,0
11482044,31.85,11482044,100444,11482052,0
11502052,31.85,11502052,100444,11502056,0
11522044,31.85,11522044,100444,11522052,0
11542076,31.85,11542076,100444,11542080,0
11562044,31.85,11562044,100443,11562052,0
11582044,31.85,11582044,100443,11582052,0
11602048,31.85,11602048,100444,11602052,0
11622048,31.85,11622048,100444,11622052,0
11642076,31.85,11642076,100444,11642080,0
11662048,31.85,11662048,100443,11662052,0
11682048,31.85,11682048,100443,11682052,0
11702048,31.85,11702048,100443,11702052,0
11722048,31.85,11722048,100443,11722052,0
11742084,31.86,11742084,100443,11742088,0
11762048,31.86,11762048,100443,11762052,0
11782048,31.86,11782048,100443,11782052,0
11802048,31.86,11802048,100443,11802052,0
11822048,31.86,11822048,100444,11822052,0
11842080,31.86,11842080,100444,11842088,0
11862048,31.86,11862048,100444,11862052,0
11882048,31.86,11882048,100444,11882052,0
11902048,31.86,11902048,100444,11902052,0
11922048,31.86,11922048,100444,11922052,0
11942084,31.86,11942084,100443,11942092,0
11962048,31.86,11962048,100443,11962052,0
11982048,31.86,11982048,100443,11982056,0
12002048,31.86,12002048,100443,12002056,0
12022048,31.86,12022048,100443,12022052,0
12042052,31.86,12042052,100443,12042060,0
12062048,31.86,12062048,100443,12062056,0
12082056,31.86,12082056,100443,12082060,0
12102052,31.86,12102052,100443,12102056,0
12122048,31.86,12122048,100443,12122056,0
12142080,31.86,12142080,100443,12142084,0
12162056,31.86,12162056,100443,12162060,0
12182056,31.86,12182056,100443,12182060,0
12202052,31.86,12202052,100442,12202056,0
12222052,31.86,12222052,100442,12222056,0
12242080,31.86,12242080,100442,12242084,0
12262056,31.87,12262056,100442,12262064,0
12282052,31.87,12282052,100443,12282056,0
12302052,31.87,12302052,100442,12302056,0
12322052,31.87,12322052,100442,12322056,0
12342080,31.87,12342080,100442,12342084,0
12362052,31.87,12362052,100442,12362056,0
12382052,31.87,12382052,100442,12382056,0
12402052,31.87,12402052,100442,12402056,0
12422052,31.87,12422052,100442,12422056,0
12442084,31.87,12442084,100442,12442092,0
12462052,31.87,12462052,100442,12462056,0
12482052,31.87,12482052,100442,12482056,0
12502052,31.87,12502052,100442,12502056,0
12522056,31.87,12522056,100442,12522060,0
12542080,31.87,12542080,100442,12542088,0
12562052,31.87,12562052,100441,12562056,0
12582052,31.87,12582052,100441,12582056,0
12602052,31.87,12602052,100441,12602056,0
12622052,31.87,12622052,100442,12622056,0
12642084,31.87,12642084,100442,12642088,0
12662052,31.87,12662052,100442,12662056,0
12682060,31.87,12682060,100442,12682064,0
12702052,31.87,12702052,100442,12702060,0
12722052,31.87,12722052,100441,12722060,0
12742084,31.87,12742084,100441,12742088,0
12762052,31.87,12762052,100441,12762060,0
12782056,31.87,12782056,100441,12782064,0
12802052,31.87,12802052,100441,12802060,0
12822052,31.87,12822052,100441,12822060,0
12842084,31.87,12842084,100441,12842088,0
12862056,31.87,12862056,100441,12862060,0
12882052,31.87,12882052,100441,12882060,0
12902056,31.88,12902056,100442,12902060,0
12922052,31.88,12922052,100442,12922060,0
12942084,31.88,12942084,100442,12942088,0
12962052,31.88,12962052,100442,12962060,0
12982052,31.88,12982052,100442,12982060,0
13002056,31.88,13002056,100442,13002060,0
13022060,31.88,13022060,100442,13022068,0
13042084,31.88,13042084,100442,13042088,0
13062064,31.88,13062064,100442,13062068,0
13082056,31.88,13082056,100442,13082060,0
13102056,31.88,13102056,100442,13102060,0
13122060,31.88,13122060,100442,13122068,0
13142084,31.88,13142084,100442,13142088,0
13162056,31.88,13162056,100442,13162060,0
13182056,31.88,13182056,100441,13182060,0
13202060,31.88,13202060,100441,13202068,0
13222056,31.88,13222056,100441,13222060,0
13242088,31.88,13242088,100441,13242092,0
13262056,31.88,13262056,100441,13262060,0
13282056,31.88,13282056,100441,13282060,0
13302056,31.88,13302056,100441,13302064,0
13322056,31.88,13322056,100441,13322060,0
13342084,31.89,13342084,100442,13342092,0
13362064,31.89,13362064,100441,13362068,0
13382056,31.89,13382056,100441,13382060,0
13402056,31.89,13402056,100441,13402064,0
13422056,31.89,13422056,100442,13422064,0
13442088,31.89,13442088,100441,13442092,0
13462060,31.89,13462060,100441,13462064,0
13482056,31.89,13482056,100441,13482064,0
13502064,31.89,13502064,100441,13502068,0
13522060,31.89,13522060,100441,13522064,0
13542088,31.89,13542088,100442,13542092,0
13562056,31.89,13562056,100442,13562064,0
13582060,31.89,13582060,100442,13582068,0
13602060,31.89,13602060,100442,13602064,0
13622060,31.89,13622060,100442,13622064,0
13642088,31.89,13642088,100443,13642092,0
13662060,31.89,13662060,100443,13662064,0
13682060,31.89,13682060,100442,13682064,0
13702060,31.89,13702060,100443,13702064,0
13722060,31.9,13722060,100443,13722064,0
13742088,31.9,13742088,100443,13742092,0
13762064,31.9,13762064,100443,13762072,0
13782060,31.9,13782060,100442,13782064,0
13802060,31.9,13802060,100442,13802064,0
13822060,31.9,13822060,100442,13822064,0
13842088,31.9,13842088,100442,13842096,0
13862064,31.9,13862064,100442,13862068,0
13882060,31.9,13882060,100442,13882064,0
13902060,31.9,13902060,100442,13902064,0
13922060,31.9,13922060,100442,13922064,0
13942096,31.9,13942096,100441,13942100,0
13962060,31.9,13962060,100441,13962064,0
13982060,31.9,13982060,100441,13982064,0
14002068,31.9,14002068,100442,14002072,0
14022060,31.9,14022060,100442,14022068,0
14042092,31.9,14042092,100442,14042096,0
14062060,31.9,14062060,100442,14062064,0
14082060,31.9,14082060,100441,14082068,0
14102072,31.9,14102072,100442,14102080,0
14122060,31.9,14122060,100441,14122068,0
14142092,31.9,14142092,100441,14142096,0
14162060,31.9,14162060,100441,14162068,0
14182060,31.9,14182060,100442,14182068,0
14202068,31.9,14202068,100442,14202072,0
14222060,31.9,14222060,100442,14222068,0
14242092,31.91,14242092,100443,14242096,0
14262064,31.91,14262064,100443,14262068,0
14282064,31.91,14282064,100443,14282068,0
14302064,31.91,14302064,100443,14302068,0
14322064,31.91,14322064,100443,14322068,0
14342092,31.91,14342092,100443,14342100,0
14362064,31.91,14362064,100442,14362068,0
14382064,31.91,14382064,100442,14382068,0
14402064,31.91,14402064,100442,14402068,0
14422064,31.91,14422064,100442,14422068,0
14442096,31.91,14442096,100442,14442100,0
14462064,31.91,14462064,100442,14462068,0
14482064,31.91,14482064,100442,14482068,0
