WingAlgorithmTimestamp,servo1Angle,servo2Angle,targetAngle,targetX,targetY
426644512,120,120,-9.21981e-23,7.75028e+27,-714561
426744512,120,120,-9.21981e-23,7.75028e+27,-714561
426844512,120,120,-9.21981e-23,7.75028e+27,-714561
426944512,120,120,-9.21981e-23,7.75028e+27,-714561
427044520,120,120,-9.21981e-23,7.75028e+27,-714561
427144516,120,120,-9.21981e-23,7.75028e+27,-714561
427244520,120,120,-9.21981e-23,7.75028e+27,-714561
427344516,120,120,-9.21981e-23,7.75028e+27,-714561
427445112,120,120,-9.21981e-23,7.75028e+27,-714561
427544516,120,120,-9.21981e-23,7.75028e+27,-714561
427644516,120,120,-9.21981e-23,7.75028e+27,-714561
427744524,120,120,-9.21981e-23,7.75028e+27,-714561
427844516,120,120,-9.21981e-23,7.75028e+27,-714561
427944516,120,120,-9.21981e-23,7.75028e+27,-714561
428044520,120,120,-9.21981e-23,7.75028e+27,-714561
428144520,120,120,-9.21981e-23,7.75028e+27,-714561
428244520,120,120,-9.21981e-23,7.75028e+27,-714561
428344520,120,120,-9.21981e-23,7.75028e+27,-714561
428444520,120,120,-9.21981e-23,7.75028e+27,-714561
428544524,120,120,-9.21981e-23,7.75028e+27,-714561
428644520,120,120,-9.21981e-23,7.75028e+27,-714561
428744524,120,120,-9.21981e-23,7.75028e+27,-714561
428844524,120,120,-9.21981e-23,7.75028e+27,-714561
428944524,120,120,-9.21981e-23,7.75028e+27,-714561
429044524,120,120,-9.21981e-23,7.75028e+27,-714561
429144528,120,120,-9.21981e-23,7.75028e+27,-714561
429244524,120,120,-9.21981e-23,7.75028e+27,-714561
429344532,120,120,-9.21981e-23,7.75028e+27,-714561
429444528,120,120,-9.21981e-23,7.75028e+27,-714561
429544528,120,120,-9.21981e-23,7.75028e+27,-714561
429644528,120,120,-9.21981e-23,7.75028e+27,-714561
429744528,120,120,-9.21981e-23,7.75028e+27,-714561
429844528,120,120,-9.21981e-23,7.75028e+27,-714561
429944532,120,120,-9.21981e-23,7.75028e+27,-714561
430044532,120,120,-9.21981e-23,7.75028e+27,-714561
430144544,120,120,-9.21981e-23,7.75028e+27,-714561
430244532,120,120,-9.21981e-23,7.75028e+27,-714561
430344532,120,120,-9.21981e-23,7.75028e+27,-714561
430444532,120,120,-9.21981e-23,7.75028e+27,-714561
430545144,120,120,-9.21981e-23,7.75028e+27,-714561
430644536,120,120,-9.21981e-23,7.75028e+27,-714561
430744536,120,120,-9.21981e-23,7.75028e+27,-714561
430844536,120,120,-9.21981e-23,7.75028e+27,-714561
430944544,120,120,-9.21981e-23,7.75028e+27,-714561
431044540,120,120,-9.21981e-23,7.75028e+27,-714561
431144536,120,120,-9.21981e-23,7.75028e+27,-714561
431244536,120,120,-9.21981e-23,7.75028e+27,-714561
431344540,120,120,-9.21981e-23,7.75028e+27,-714561
431444544,120,120,-9.21981e-23,7.75028e+27,-714561
431544544,120,120,-9.21981e-23,7.75028e+27,-714561
431644540,120,120,-9.21981e-23,7.75028e+27,-714561
431744540,120,120,-9.21981e-23,7.75028e+27,-714561
431844540,120,120,-9.21981e-23,7.75028e+27,-714561
431944540,120,120,-9.21981e-23,7.75028e+27,-714561
432044544,120,120,-9.21981e-23,7.75028e+27,-714561
432144544,120,120,-9.21981e-23,7.75028e+27,-714561
432244544,120,120,-9.21981e-23,7.75028e+27,-714561
432344544,120,120,-9.21981e-23,7.75028e+27,-714561
432444544,120,120,-9.21981e-23,7.75028e+27,-714561
432544544,120,120,-9.21981e-23,7.75028e+27,-714561
432644548,120,120,-9.21981e-23,7.75028e+27,-714561
432744548,120,120,-9.21981e-23,7.75028e+27,-714561
432844548,120,120,-9.21981e-23,7.75028e+27,-714561
432944548,120,120,-9.21981e-23,7.75028e+27,-714561
433044560,120,120,-9.21981e-23,7.75028e+27,-714561
433144552,120,120,-9.21981e-23,7.75028e+27,-714561
433244552,120,120,-9.21981e-23,7.75028e+27,-714561
433344556,120,120,-9.21981e-23,7.75028e+27,-714561
433444552,120,120,-9.21981e-23,7.75028e+27,-714561
433544552,120,120,-9.21981e-23,7.75028e+27,-714561
433645148,120,120,-9.21981e-23,7.75028e+27,-714561
433744552,120,120,-9.21981e-23,7.75028e+27,-714561
433844552,120,120,-9.21981e-23,7.75028e+27,-714561
433944552,120,120,-9.21981e-23,7.75028e+27,-714561
434044556,120,120,-9.21981e-23,7.75028e+27,-714561
434144556,120,120,-9.21981e-23,7.75028e+27,-714561
434244556,120,120,-9.21981e-23,7.75028e+27,-714561
434344556,120,120,-9.21981e-23,7.75028e+27,-714561
434444556,120,120,-9.21981e-23,7.75028e+27,-714561
434544556,120,120,-9.21981e-23,7.75028e+27,-714561
434644560,120,120,-9.21981e-23,7.75028e+27,-714561
434744560,120,120,-9.21981e-23,7.75028e+27,-714561
434844560,120,120,-9.21981e-23,7.75028e+27,-714561
434944564,120,120,-9.21981e-23,7.75028e+27,-714561
435044560,120,120,-9.21981e-23,7.75028e+27,-714561
435144560,120,120,-9.21981e-23,7.75028e+27,-714561
435244560,120,120,-9.21981e-23,7.75028e+27,-714561
435344568,120,120,-9.21981e-23,7.75028e+27,-714561
435444568,120,120,-9.21981e-23,7.75028e+27,-714561
435544564,120,120,-9.21981e-23,7.75028e+27,-714561
435644564,120,120,-9.21981e-23,7.75028e+27,-714561
435744564,120,120,-9.21981e-23,7.75028e+27,-714561
435844564,120,120,-9.21981e-23,7.75028e+27,-714561
435944568,120,120,-9.21981e-23,7.75028e+27,-714561
436044564,120,120,-9.21981e-23,7.75028e+27,-714561
436144568,120,120,-9.21981e-23,7.75028e+27,-714561
436244568,120,120,-9.21981e-23,7.75028e+27,-714561
436344568,120,120,-9.21981e-23,7.75028e+27,-714561
436444568,120,120,-9.21981e-23,7.75028e+27,-714561
436544568,120,120,-9.21981e-23,7.75028e+27,-714561
436644568,120,120,-9.21981e-23,7.75028e+27,-714561
436745164,120,120,-9.21981e-23,7.75028e+27,-714561
436844572,120,120,-9.21981e-23,7.75028e+27,-714561
436944572,120,120,-9.21981e-23,7.75028e+27,-714561
437044576,120,120,-9.21981e-23,7.75028e+27,-714561
437144576,120,120,-9.21981e-23,7.75028e+27,-714561
437244580,120,120,-9.21981e-23,7.75028e+27,-714561
437344572,120,120,-9.21981e-23,7.75028e+27,-714561
437444576,120,120,-9.21981e-23,7.75028e+27,-714561
437544576,120,120,-9.21981e-23,7.75028e+27,-714561
437644576,120,120,-9.21981e-23,7.75028e+27,-714561
437744576,120,120,-9.21981e-23,7.75028e+27,-714561
437844576,120,120,-9.21981e-23,7.75028e+27,-714561
437944576,120,120,-9.21981e-23,7.75028e+27,-714561
438044576,120,120,-9.21981e-23,7.75028e+27,-714561
438144580,120,120,-9.21981e-23,7.75028e+27,-714561
438244580,120,120,-9.21981e-23,7.75028e+27,-714561
438344580,120,120,-9.21981e-23,7.75028e+27,-714561
438444580,120,120,-9.21981e-23,7.75028e+27,-714561
438544580,120,120,-9.21981e-23,7.75028e+27,-714561
438644580,120,120,-9.21981e-23,7.75028e+27,-714561
438744580,120,120,-9.21981e-23,7.75028e+27,-714561
438844588,120,120,-9.21981e-23,7.75028e+27,-714561
438944584,120,120,-9.21981e-23,7.75028e+27,-714561
439044584,120,120,-9.21981e-23,7.75028e+27,-714561
439144584,120,120,-9.21981e-23,7.75028e+27,-714561
439244584,120,120,-9.21981e-23,7.75028e+27,-714561
439344588,120,120,-9.21981e-23,7.75028e+27,-714561
439444584,120,120,-9.21981e-23,7.75028e+27,-714561
439544592,120,120,-9.21981e-23,7.75028e+27,-714561
439644592,120,120,-9.21981e-23,7.75028e+27,-714561
439744588,120,120,-9.21981e-23,7.75028e+27,-714561
439845184,120,120,-9.21981e-23,7.75028e+27,-714561
439944588,120,120,-9.21981e-23,7.75028e+27,-714561
440044592,120,120,-9.21981e-23,7.75028e+27,-714561
440144592,120,120,-9.21981e-23,7.75028e+27,-714561
440244592,120,120,-9.21981e-23,7.75028e+27,-714561
440344592,120,120,-9.21981e-23,7.75028e+27,-714561
440444592,120,120,-9.21981e-23,7.75028e+27,-714561
440544592,120,120,-9.21981e-23,7.75028e+27,-714561
440644600,120,120,-9.21981e-23,7.75028e+27,-714561
440744596,120,120,-9.21981e-23,7.75028e+27,-714561
440844600,120,120,-9.21981e-23,7.75028e+27,-714561
440944600,120,120,-9.21981e-23,7.75028e+27,-714561
441044596,120,120,-9.21981e-23,7.75028e+27,-714561
441144596,120,120,-9.21981e-23,7.75028e+27,-714561
441244596,120,120,-9.21981e-23,7.75028e+27,-714561
441344596,120,120,-9.21981e-23,7.75028e+27,-714561
441444600,120,120,-9.21981e-23,7.75028e+27,-714561
441544600,120,120,-9.21981e-23,7.75028e+27,-714561
441644600,120,120,-9.21981e-23,7.75028e+27,-714561
441744604,120,120,-9.21981e-23,7.75028e+27,-714561
441844600,120,120,-9.21981e-23,7.75028e+27,-714561
441944608,120,120,-9.21981e-23,7.75028e+27,-714561
442044600,120,120,-9.21981e-23,7.75028e+27,-714561
442144604,120,120,-9.21981e-23,7.75028e+27,-714561
442244604,120,120,-9.21981e-23,7.75028e+27,-714561
442344604,120,120,-9.21981e-23,7.75028e+27,-714561
442444604,120,120,-9.21981e-23,7.75028e+27,-714561
442544608,120,120,-9.21981e-23,7.75028e+27,-714561
442644608,120,120,-9.21981e-23,7.75028e+27,-714561
442744604,120,120,-9.21981e-23,7.75028e+27,-714561
442844608,120,120,-9.21981e-23,7.75028e+27,-714561
442945200,120,120,-9.21981e-23,7.75028e+27,-714561
443044608,120,120,-9.21981e-23,7.75028e+27,-714561
443144612,120,120,-9.21981e-23,7.75028e+27,-714561
443244608,120,120,-9.21981e-23,7.75028e+27,-714561
443344608,120,120,-9.21981e-23,7.75028e+27,-714561
443444608,120,120,-9.21981e-23,7.75028e+27,-714561
443544612,120,120,-9.21981e-23,7.75028e+27,-714561
443644612,120,120,-9.21981e-23,7.75028e+27,-714561
443744612,120,120,-9.21981e-23,7.75028e+27,-714561
443844612,120,120,-9.21981e-23,7.75028e+27,-714561
443944612,120,120,-9.21981e-23,7.75028e+27,-714561
444044612,120,120,-9.21981e-23,7.75028e+27,-714561
444144616,120,120,-9.21981e-23,7.75028e+27,-714561
444244620,120,120,-9.21981e-23,7.75028e+27,-714561
444344616,120,120,-9.21981e-23,7.75028e+27,-714561
444444616,120,120,-9.21981e-23,7.75028e+27,-714561
444544616,120,120,-9.21981e-23,7.75028e+27,-714561
444644616,120,120,-9.21981e-23,7.75028e+27,-714561
444744620,120,120,-9.21981e-23,7.75028e+27,-714561
444844624,120,120,-9.21981e-23,7.75028e+27,-714561
444944620,120,120,-9.21981e-23,7.75028e+27,-714561
445044620,120,120,-9.21981e-23,7.75028e+27,-714561
445144620,120,120,-9.21981e-23,7.75028e+27,-714561
445244620,120,120,-9.21981e-23,7.75028e+27,-714561
445344620,120,120,-9.21981e-23,7.75028e+27,-714561
445444620,120,120,-9.21981e-23,7.75028e+27,-714561
445544624,120,120,-9.21981e-23,7.75028e+27,-714561
445644624,120,120,-9.21981e-23,7.75028e+27,-714561
445744624,120,120,-9.21981e-23,7.75028e+27,-714561
445844624,120,120,-9.21981e-23,7.75028e+27,-714561
445944624,120,120,-9.21981e-23,7.75028e+27,-714561
446045220,120,120,-9.21981e-23,7.75028e+27,-714561
446144628,120,120,-9.21981e-23,7.75028e+27,-714561
446244628,120,120,-9.21981e-23,7.75028e+27,-714561
446344628,120,120,-9.21981e-23,7.75028e+27,-714561
446444636,120,120,-9.21981e-23,7.75028e+27,-714561
446544632,120,120,-9.21981e-23,7.75028e+27,-714561
446644628,120,120,-9.21981e-23,7.75028e+27,-714561
446744628,120,120,-9.21981e-23,7.75028e+27,-714561
446844632,120,120,-9.21981e-23,7.75028e+27,-714561
446944632,120,120,-9.21981e-23,7.75028e+27,-714561
447044636,120,120,-9.21981e-23,7.75028e+27,-714561
447144632,120,120,-9.21981e-23,7.75028e+27,-714561
447244632,120,120,-9.21981e-23,7.75028e+27,-714561
447344632,120,120,-9.21981e-23,7.75028e+27,-714561
447444632,120,120,-9.21981e-23,7.75028e+27,-714561
447544636,120,120,-9.21981e-23,7.75028e+27,-714561
447644636,120,120,-9.21981e-23,7.75028e+27,-714561
447744636,120,120,-9.21981e-23,7.75028e+27,-714561
447844636,120,120,-9.21981e-23,7.75028e+27,-714561
447944636,120,120,-9.21981e-23,7.75028e+27,-714561
448044636,120,120,-9.21981e-23,7.75028e+27,-714561
448144644,120,120,-9.21981e-23,7.75028e+27,-714561
448244640,120,120,-9.21981e-23,7.75028e+27,-714561
448344640,120,120,-9.21981e-23,7.75028e+27,-714561
448444640,120,120,-9.21981e-23,7.75028e+27,-714561
448544640,120,120,-9.21981e-23,7.75028e+27,-714561
448644640,120,120,-9.21981e-23,7.75028e+27,-714561
448744644,120,120,-9.21981e-23,7.75028e+27,-714561
448844640,120,120,-9.21981e-23,7.75028e+27,-714561
448944644,120,120,-9.21981e-23,7.75028e+27,-714561
449044644,120,120,-9.21981e-23,7.75028e+27,-714561
449145240,120,120,-9.21981e-23,7.75028e+27,-714561
449244644,120,120,-9.21981e-23,7.75028e+27,-714561
449344644,120,120,-9.21981e-23,7.75028e+27,-714561
449444644,120,120,-9.21981e-23,7.75028e+27,-714561
449544648,120,120,-9.21981e-23,7.75028e+27,-714561
449644648,120,120,-9.21981e-23,7.75028e+27,-714561
449744648,120,120,-9.21981e-23,7.75028e+27,-714561
449844648,120,120,-9.21981e-23,7.75028e+27,-714561
449944648,120,120,-9.21981e-23,7.75028e+27,-714561
450044648,120,120,-9.21981e-23,7.75028e+27,-714561
450144652,120,120,-9.21981e-23,7.75028e+27,-714561
450244652,120,120,-9.21981e-23,7.75028e+27,-714561
450344660,120,120,-9.21981e-23,7.75028e+27,-714561
450444656,120,120,-9.21981e-23,7.75028e+27,-714561
450544652,120,120,-9.21981e-23,7.75028e+27,-714561
450644652,120,120,-9.21981e-23,7.75028e+27,-714561
450744652,120,120,-9.21981e-23,7.75028e+27,-714561
450844656,120,120,-9.21981e-23,7.75028e+27,-714561
450944660,120,120,-9.21981e-23,7.75028e+27,-714561
451044656,120,120,-9.21981e-23,7.75028e+27,-714561
451144656,120,120,-9.21981e-23,7.75028e+27,-714561
451244656,120,120,-9.21981e-23,7.75028e+27,-714561
451344656,120,120,-9.21981e-23,7.75028e+27,-714561
451444660,120,120,-9.21981e-23,7.75028e+27,-714561
451544660,120,120,-9.21981e-23,7.75028e+27,-714561
451644660,120,120,-9.21981e-23,7.75028e+27,-714561
451744660,120,120,-9.21981e-23,7.75028e+27,-714561
451844660,120,120,-9.21981e-23,7.75028e+27,-714561
